record_id,source_pdf,source_doi,source_page,source_table,extraction_method,compound_id,compound_name,smiles_raw,inchikey,pubchem_cid,structure_resolution,endpoint_raw,value_raw,unit_raw,sem_raw,qualifier,endpoint_std,value_std,unit_std,conversion_note,target_raw,target_std,assay_type_raw,assay_type_std,organism,cell_line,conditions,validation_status,duplicate_level,conflict_group_id,notes
06b84013-b417-4df8-b44a-047b0395590f,further-studies-at-neuropeptide-s-position-5-discovery-of-novel-neuropeptide-s-receptor-antagonists.pdf,,2-3,Table 1 (image),prose,[tBu-D-Gly5]NPS,[tBu-D-Gly5]NPS,,,,peptide_sequence_only,pKB,6.78,pX,,,pKB,6.78,pX,log scale preserved,NPSR,NPSR,functional,functional,,,,manual_review,,,Table 1 is image-only; Schild analysis
0c0493bd-efb0-4496-8b3f-83fc374464b0,further-studies-at-neuropeptide-s-position-5-discovery-of-novel-neuropeptide-s-receptor-antagonists.pdf,,2-3,Table 1 (image),prose,[D-Thr5]NPS,[D-Thr5]NPS,,,,peptide_sequence_only,pKB,,,,,pKB,,,,NPSR,NPSR,functional,functional,,,,suspicious,,,Table 1 is image-only; partial agonist R=0.08; missing value
8b13ae7d-9d9f-475d-bbcb-470d3226fce6,further-studies-at-neuropeptide-s-position-5-discovery-of-novel-neuropeptide-s-receptor-antagonists.pdf,,2-3,Table 1 (image),prose,[D-allo-Thr5]NPS,[D-allo-Thr5]NPS,,,,peptide_sequence_only,pKB,,,,,pKB,,,,NPSR,NPSR,functional,functional,,,,suspicious,,,Table 1 is image-only; antagonist R=0; missing value
ad75077e-ebe0-4389-bc2a-fa3043da5ee2,further-studies-at-neuropeptide-s-position-5-discovery-of-novel-neuropeptide-s-receptor-antagonists.pdf,,2-3,Table 1 (image),prose,[D-Val5]NPS,[D-Val5]NPS,,,,peptide_sequence_only,pKB,,,,,pKB,,,,NPSR,NPSR,functional,functional,,,,suspicious,,,Table 1 is image-only; reference peptide; missing value
3ed84e15-cd97-4c3f-a5a6-b5b872d40cc2,further-studies-at-neuropeptide-s-position-5-discovery-of-novel-neuropeptide-s-receptor-antagonists.pdf,,2-3,Table 1 (image),prose,NPS,NPS,,,,peptide_sequence_only,pEC50,8.32,pX,,,pEC50,8.32,pX,log scale preserved,NPSR,NPSR,functional,functional,,,,manual_review,,,Table 1 is image-only; agonist reference
e95e1db6-995c-459c-8f91-5894114ae8a7,synthesis-and-evaluation-of-dibenzothiazepines-a-novel-class-of-selective-cannabinoid-1-receptor-inverse-agonists.pdf,,3-5,Table 1 (image),prose,12a,,,,,,pIC50,,,,,pIC50,,,,CB1,CNR1,functional,functional,,,,suspicious,,,functional inverse agonist; Table 1 image; missing value
51b78e41-5afa-4189-b68c-115c53bc0758,synthesis-and-evaluation-of-dibenzothiazepines-a-novel-class-of-selective-cannabinoid-1-receptor-inverse-agonists.pdf,,3-5,Table 1 (image),prose,12k,,,,,,pKi,8.9,pX,,,pKi,8.9,pX,log scale preserved,CB1,CNR1,binding,binding,,,,manual_review,,,mentioned in text
8b7906c1-e4c7-4d93-b0b4-24ef2f260e48,synthesis-and-evaluation-of-dibenzothiazepines-a-novel-class-of-selective-cannabinoid-1-receptor-inverse-agonists.pdf,,3-5,Table 1 (image),prose,12j,,,,,,pKi,8.8,pX,,,pKi,8.8,pX,log scale preserved,CB1,CNR1,binding,binding,,,,manual_review,,,mentioned in text
ef25702a-c550-41e9-92fa-27340ac11b0d,synthesis-and-evaluation-of-dibenzothiazepines-a-novel-class-of-selective-cannabinoid-1-receptor-inverse-agonists.pdf,,3-5,Table 1 (image),prose,12e,,,,,,pIC50,,,,,pIC50,,,,CB1,CNR1,functional,functional,,,,suspicious,1_exact,,reference compound in SAR discussion; missing value; duplicate_merged
82a120a9-ba12-4c04-a009-535c70879d57,synthesis-and-evaluation-of-dibenzothiazepines-a-novel-class-of-selective-cannabinoid-1-receptor-inverse-agonists.pdf,,3-5,Table 1 (image),prose,12b,,,,,,pIC50,,,,,pIC50,,,,CB1,CNR1,functional,functional,,,,suspicious,,,equipotent with 12d in inverse agonist assay; missing value
22e33e81-6f55-4a21-bdcc-22538d2f2c22,synthesis-and-evaluation-of-dibenzothiazepines-a-novel-class-of-selective-cannabinoid-1-receptor-inverse-agonists.pdf,,3-5,Table 1 (image),prose,12d,,,,,,pIC50,,,,,pIC50,,,,CB1,CNR1,functional,functional,,,,suspicious,,,equipotent with 12b; missing value
77eb70bd-5ade-4402-aed4-4f98d3394149,synthesis-and-evaluation-of-dibenzothiazepines-a-novel-class-of-selective-cannabinoid-1-receptor-inverse-agonists.pdf,,3-5,Table 1 (image),prose,rimonabant,rimonabant,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,JZCPYUJPEARBJL-UHFFFAOYSA-N,104850,pubchem_name,pIC50,,,,,pIC50,,,,CB1,CNR1,functional,functional,,,,suspicious,,,reference standard (compound 1); missing value
fb79751e-9d1d-4f0d-97d9-7a8e37c66323,synthesis-and-evaluation-of-dibenzothiazepines-a-novel-class-of-selective-cannabinoid-1-receptor-inverse-agonists.pdf,,3-5,Table 1 (image),prose,12f,,,,,,pIC50,,,,,pIC50,,,,CB1,CNR1,functional,functional,,,,suspicious,,,10x more active than 12g (2-Cl); missing value
f286e945-35c6-4db2-8107-7f656c6934dc,synthesis-and-evaluation-of-dibenzothiazepines-a-novel-class-of-selective-cannabinoid-1-receptor-inverse-agonists.pdf,,3-5,Table 1 (image),prose,12g,,,,,,pIC50,,,,,pIC50,,,,CB1,CNR1,functional,functional,,,,suspicious,,,2-chlorophenyl analogue; missing value
24eaa66a-7647-41ae-824e-73ae0b789b40,synthesis-and-evaluation-of-dibenzothiazepines-a-novel-class-of-selective-cannabinoid-1-receptor-inverse-agonists.pdf,,,prose,prose,12h,,,,,,pIC50,,,,,pIC50,,,,CB1,CNR1,functional,functional,,,,suspicious,,,compound mentioned; numeric values in image tables only; missing value
